hash,repository_name,qwenmax_optimization_summary_final,qwenmax_is_generic_optimization_final,dsv3_optimization_summary_final,dsv3_is_generic_optimization_final
1d4d80944c0d8fb53d3aa927d61b58ac56075aa7,tortoisesvn,The optimization strategy involved improving cache behavior by reducing unnecessary operations when handling unversioned parts of the filesystem.,False,The optimization strategy involved improving the cache behavior to handle unversioned parts of the filesystem more efficiently.,False
8dda7673a6f5bdd2d1277ede696b57499e1b9bc3,otter-browser,The optimization strategy involved adding a missing compiler optimization flag to improve the performance of the `populatePasswords` function.,True,The optimization strategy involved adding a missing compiler optimization flag to improve performance during the population of passwords.,True
d75eb4eed1020c37d5d5572a70c58194f00c0f74,tensorflow,"The optimization removes a redundant condition that is already handled by LLVM, thereby improving performance without affecting functionality.",True,The optimization strategy involved removing a redundant condition that is already optimized by LLVM and does not hinder vectorization.,True
873f1356a1781e8d638973ea320b722d3240fc5a,rocksdb,The optimization strategy involved passing a function parameter by reference to avoid unnecessary copy overhead.,True,The optimization strategy involved passing a function parameter by reference instead of by value to reduce copy overhead.,True
787fda2b57bf3f1c0dd2a0dbcf3d002bb890630e,ga,The optimization strategy reduced the default memory allocation for a test program to decrease its memory footprint.,False,The optimization strategy reduced the default memory allocation size in the `copy_test.x` program from 2GB to less than 0.5GB to decrease memory footprint.,True
59f77ff4ffdb4da61d62d489402ce32bb8e31e65,naev,"The optimization strategy involved reversing the iteration order to exit early upon finding the first match, reducing unnecessary iterations.",True,"The optimization strategy involves iterating backwards through a list to find the first match and exit early, reducing unnecessary iterations.",True
bb6119eb77fe5818985d375cef415f9fbc0b4757,sycl,The optimization strategy involved replacing range-based loops that copied objects with ones that use references to avoid unnecessary copy overhead.,True,The optimization strategy involved replacing value-based loop iteration with reference-based iteration to reduce copy overhead.,True
e5157e313cd9c2d57f28873318d0bb29c77a9b1a,symqemu,The optimization eliminates unnecessary runtime checks for virtio 1.0 on always little-endian targets by hardcoding the result of `virtio_access_is_big_endian()` to false for such cases.,False,"The optimization strategy removes a runtime check for virtio 1.0 on always little-endian targets, ensuring a branchless fast path for endianness determination.",False
62f7ba7a815f34fb49967e925ac28ea340a46777,pycopy,The optimization removes an unnecessary bounds check in the `mp_seq_get_fast_slice_indexes` function to reduce redundant computations.,True,The optimization strategy involved removing an unnecessary bounds check in the `mp_seq_get_fast_slice_indexes` function to improve performance.,True
92ad4a88f3199b013532b37d6598c442319355a5,rocksdb,The optimization strategy involved reusing a decoded key to avoid redundant decoding of length-prefixed keys in the `InlineSkipList::Insert()` function.,True,The optimization strategy reused a decoded key in multiple places to avoid redundant decoding of length-prefixed keys.,True
468c648335b1724fcaa0c4f2a0247f77fe4f2977,kmsan,The optimization strategy involves early return in the tuning function to skip unnecessary processing for a specific timing mode (DDR52).,False,The optimization strategy involves early return in the tuning function when the timing is MMC_TIMING_MMC_DDR52 to avoid unnecessary processing.,False
964d8e5432aaac9be8044a17ba5ff49ef987a7c2,mygui,The optimization strategy involved reducing redundant file existence checks by caching results for faster subsequent lookups.,False,The optimization strategy involved improving performance in the `OgreDataManager::isDataExist` function by reducing unnecessary checks or streamlining data existence verification.,True
50a9ff301ed734f2fa95b3c38154454416d934f8,android_kernel_oneplus_msm8998,The optimization strategy involved reducing the polling interval and adding a short delay to improve the efficiency of waiting for the IPMDIO bus to become idle.,False,The optimization strategy involves improving the timeout handling for polling the IPMDIO bus to reduce unnecessary waiting time.,False
e48ccc28f4eebcc05b6333b129ee5908214d3259,rocksdb,The optimization strategy avoids writing unused file checksum manifest entries to reduce unnecessary manifest file space usage.,False,The optimization strategy involves avoiding the writing of file checksum manifest entries when they are unused to save manifest file space.,False
a8315bf41faf8457f2214951d130cfe2daa4af3f,pioneer,The optimization strategy involved reducing memory usage by modifying the logic in GeoPatch::UpdateVBOs to avoid unnecessary memory allocations or copies.,False,The optimization strategy involved reducing memory usage by modifying the GeoPatch::UpdateVBOs function.,True
b5f81608ccf5c47793949a97f5d460a9e61116b2,cycles,"The optimization removes redundant bounds checks in image sampling for repeat, extend, and mirror modes by leveraging the fact that both wrap and read_clip functions already perform bounds checking.",True,The optimization strategy involved removing redundant bounds checks in CPU image sampling for repeat/extend/mirror modes to improve performance.,True
b67ff2fb11307dfe03926f5433175fb67072cc64,rapidjson,The optimization avoids redundant string length calculations by leveraging `std::string::size` instead of calling `internal::StrLen` when using `FindMember` with `StringRef`.,True,"The optimization strategy involves using `std::string.size()` instead of `internal::StrLen` to directly obtain the string length, reducing overhead in the `FindMember` function.",True
9e697172542e2b01517e4025df2c23d0ed5447f4,bitcoin,The optimization strategy used is to reduce redundant descendant searches by caching and reusing results within the wallet's conflict marking logic.,False,The optimization strategy involved improving the efficiency of wallet descendant searching by reducing redundant operations and streamlining the search process.,False
c458019a3b810f48c4e526debc9ef6dacf2beb6c,anura,The optimization strategy involved changing the mapping of lists to 1-based Lua tables instead of 0-based ones to avoid the hash component overhead in Lua arrays.,True,The optimization strategy involved changing the mapping of lists to 1-based Lua tables instead of 0-based tables to improve efficiency by avoiding hash components.,False
fd4ca53eb7110a2ab0f24d08902d5c2a04f00a8c,suricata,"The optimization strategy reorders conditions in the AppProtoEquals function to evaluate the most common case first, reducing average execution time.",True,"The optimization strategy involves reordering conditions in the `AppProtoEquals` function to check the most common condition first, improving performance by reducing unnecessary comparisons.",True
4504e40fe0bef083078c9d0f15d5836bf8cc9792,RIOT,"The optimization avoids removing the oldest entry in a ring buffer if there is already an entry for the current fragment, reducing unnecessary operations.",False,"The optimization strategy avoids removing the oldest entry in the reassembly buffer if there is already an entry for the current fragment, reducing unnecessary operations.",False
1a624832a06b465d0e5651901bcbc3680c78d374,android_kernel_oneplus_msm8998,The optimization strategy alternates between redundant bearers after every message sent instead of every 10 messages to improve load distribution and speed up retransmission delivery.,False,"The optimization strategy involves increasing the frequency of load distribution over the broadcast link by alternating between redundant bearers after every message sent, rather than after every 10 messages, to improve retransmission efficiency.",False
3252208cb10be645bae415c90fb2ed8217838490,bitcoin,The optimization strategy used loop unrolling to reduce the number of iterations and improve the performance of the base58 encoding process.,True,The optimization strategy involved reducing the number of memory allocations and copying operations in the `EncodeBase58` function by pre-allocating memory and using more efficient data handling techniques.,True
f8bacf728184bf1533048e0c7d21d7d883e50a33,treesheets,The optimization strategy reduces hashing time by limiting the input to only a specific chunk of the image data at its beginning instead of hashing the entire image data.,False,The optimization strategy involves reducing the amount of data processed by hashing only a specific chunk of the image data at its beginning instead of the entire image.,False
47eb9e91e4cef40c34486f99c1fe7584fc41e91c,cheribsd,The optimization removes a blocking sleep operation from a critical network path to prevent performance bottlenecks and potential deadlocks.,False,The optimization strategy involved removing a sleep operation from a filter function to prevent locking issues and improve performance in the network hot path.,False
0ed7107373b48b67d05a6647248902a200236734,dpdk,The optimization removes redundant mempool debug checks for received mbufs to reduce unnecessary overhead.,False,The optimization strategy involved removing duplicate mempool debug checks for received mbufs to reduce redundant operations.,True
f03e1c4d075022ca89fee2a279e04df3a0109c41,powertabeditor,The optimization strategy involved replacing guitar-instrument staves with blank staves containing whole rests to reduce memory allocation during file loading.,False,The optimization strategy involved replacing individual rests with whole rests to reduce memory allocation and improve performance during file loading.,False
487dd96c2706aa352ed44637507dd7f38ac80306,glsl-optimizer,"The optimization avoids creating unnecessary temporary variables for matrix operations by directly handling array accesses, reducing copy propagation complexity.",False,"The optimization strategy avoids creating unnecessary temporary variables for matrix operations when they are not needed, reducing instruction count.",True
7198a5c9ad23a63b924752089034375a8a24a04d,omr,The optimization strategy disables recompilations for methods compiled with the no-opt optimization level in MimicInterpreterFrameShape to improve performance in full-speed debug compilations.,False,The optimization strategy involves disabling recompilations for methods compiled in a specific configuration (MimicInterpreterFrameShape) to ensure they use the no-opt optimization level.,False
6b74539efb3bf7e9409204da73a17436b4fad0ae,intel-graphics-compiler,The optimization strategy introduces a threshold to limit loop unrolling in the joint_matrix_apply implementation to balance performance and code size/compilation time.,False,Introduced a threshold to control loop unrolling in the joint_matrix_apply implementation to balance performance and code size.,False
d921b9cf91e1f84a39f4beab5c824b9c8ad87c0c,kmsan,The optimization deduplicates the allocation and initialization of an orphan directory object to avoid redundant operations within a loop.,False,The optimization strategy involves deduplicating the allocation and initialization of an orphan directory object outside of a loop to avoid redundant operations.,True
7feabfe23dc54960abba34755f484f786575ac49,glsl-optimizer,"The optimization strategy involves making the loop unrolling iteration limit configurable instead of hard-coded, allowing for potential performance tuning based on context-specific overrides.",False,The optimization strategy involves propagating a configurable maximum loop unroll iteration value to the optimizer's loop unroller instead of using a hard-coded value.,True
41cc606be8dbdc2555236e069711d4c91f00efb9,tensorflow,The optimization strategy involved replacing the construction of an unnecessary std::vector with direct iteration over the list of operands to reduce overhead.,True,"The optimization strategy involved directly iterating over the list of operands instead of constructing a std::vector with the indices, eliminating unnecessary overhead.",True
311bbb48fa0bd5a189c7698910ebcc3874b81017,x0,The optimization strategy involved honoring an optimization level variable to potentially enable compiler-level optimizations.,True,The optimization strategy involves honoring an optimization level variable to adjust performance settings dynamically.,True
482cc8f336e56fc563a960e97247a33e646838cd,library-checker-problems,The optimization strategy involved reducing the number of iterations in a stress-testing loop to improve performance during verification.,False,The optimization strategy involved a minor adjustment to the verifier logic to reduce overhead during stress testing.,False
bfdbc1155473af599081880289036def7f92e32a,sycl,The optimization strategy renumbers slot indexes uniformly to reduce computational overhead compared to spacing them based on the number of definitions.,False,"The optimization strategy involved renumbering slot indexes uniformly instead of spacing them according to the number of definitions, improving the efficiency of the greedy register allocator.",False
de13c78e5b97b3f0910af5802a4c0466cd02c0f1,corona,The optimization strategy involved reducing redundant processing of key events by filtering out repeated or unnecessary messages in the Windows input handling.,False,"The optimization strategy involved reducing the frequency of key state checks by only processing key events when necessary, thereby improving performance during multiple key presses.",False
50319f8e4f176046c61fdbf94523af7326c9fb3c,jpegli,The optimization re-enables previously disabled AVX2/AVX512 instructions to accelerate fast lossless encoding.,False,The optimization strategy involved re-enabling AVX2/AVX512 instructions for fast lossless encoding to leverage hardware acceleration.,False
9f7815dcaa242c0239205792d8c0d2ebf7a211c1,gemrb,The optimization avoids an inefficient rendering path by adding a specific font rendering flag.,False,The optimization strategy involved modifying the rendering path to use a more efficient method by adding IE_FONT_SINGLE_LINE to the FPS counter.,False
be0e1e21ef707be4d16ea6a96ac9997463e4b8d2,android_kernel_oneplus_msm8998,The optimization strategy involves preventing the inlining of a function and repositioning a memory barrier to improve compiler-generated code for the common execution path.,False,The optimization strategy involved using `noinline` to prevent inlining of a function in an unlikely clause and repositioning a `barrier()` to improve common-case code path efficiency.,True
906231e9e8a5bfdcf5c5aa2e7474e405895f2351,forestdb,The optimization strategy replaced a low-resolution timing function with a high-resolution one to improve measurement accuracy on Windows.,False,The optimization strategy involved replacing `GetTickCount64()` with `QueryPerformanceCounter` to achieve higher resolution timing on Windows.,True
30d19d57d513821c58de4556e7445982ed22b923,kmsan,The optimization eliminates an unnecessary loop iteration in the NIC Tx ring completion routine to avoid an extra expensive PCIe read operation.,False,The optimization strategy involves terminating a loop earlier to avoid an unnecessary and expensive PCIe read operation.,True
b278ae8e50466e8073a1754a506145df5bb27c72,rocksdb,The optimization uses fractional cascading to reduce the range of comparisons in the FindFile function by leveraging search hints.,False,"The optimization strategy used fractional cascading to reduce the range of file searches in `ForwardIterator::Seek()`, thereby decreasing the number of comparisons needed.",False
a920c00bce00e9d4bec45ad927499b98c0ee7bc4,horizon,The optimization strategy involved reducing redundant computations within the `ToolPaste::update` function to improve performance.,False,The optimization strategy involved reducing unnecessary memory allocations and improving data handling in the `ToolPaste::update` function to enhance performance.,True
88863fcecaa51c4563434e52b22dc2387d13279d,sysrepo,The optimization avoids duplicating the origin string by directly assigning it instead of creating a copy.,True,The optimization strategy involved avoiding duplication of the origin data in the `sr_edit_diff_set_origin` function to reduce memory overhead.,True
e1f7bf2c02be1c2331304df4473522c87c5c485d,BsodSurvivor,"The optimization smooths out a cyclic path heuristic by introducing a stateful mechanism to balance latency priority within an issue group, improving scheduling behavior for certain benchmarks.",False,The optimization strategy involves smoothing out the cyclicpath heuristic to prevent latency priority from dominating by scheduling aggressively for latency only within an issue group.,False
1bf24273d286c7a9d6e158d639d2d624e059d15e,Server,"The optimization strategy involves adding a conditional check to verify the existence of an event before exporting and executing it, reducing unnecessary processing.",False,The optimization strategy involves checking if an event exists before exporting and executing it to avoid unnecessary processing.,True
12f83c965828ed2b8d69ea6e60ba1be00fbb8212,scipp,The optimization strategy involved restructuring the handling of attributes in the histogram function to avoid unnecessary computations during realignment.,False,The optimization strategy involved reducing the overhead of attribute handling in realigned histograms by minimizing unnecessary operations.,False
f1bfe4cc64218d015a8415b37b30127327df8b39,pugixml,The optimization simplifies handling of floating-point special cases in XPath by using a unified and faster implementation for multiple compilers.,False,"The optimization strategy involved simplifying the handling of floating-point special cases in XPath by using a common, faster implementation for both MSVC and BCC.",True
a0031fc827c4ea151c9510bbf2f332c8fb08b4b4,hacker-league,The optimization strategy involved reducing redundant calculations within the physics function by caching and reusing results.,True,The optimization strategy involved reducing redundant calculations and improving data access patterns in the physics function to enhance performance.,True
20dc5e74f276bdcb26c44c13bced506a2d920d3f,rocksdb,"The optimization strategy involves reordering conditional checks to evaluate a less computationally expensive condition first, avoiding unnecessary calls to a more expensive function.",True,The optimization strategy involves reordering conditions in an if-statement to check a simpler condition (`filter != CompactionFilter::Decision::kRemoveAndSkipUntil`) before executing a more computationally expensive function (`range_del_agg->ShouldDelete`).,True
d70d7b2171e34cc0132353104d7996df93e4d329,openvino,The optimization strategy involves adding transpose sinking for additional unary elementwise operations to reduce unnecessary data movement and improve performance.,False,The optimization strategy involves applying Transpose Sinking to additional unary elementwise operations to improve performance for specific models like MobileNet.,False
cad845f4c0d63e21392191cbef32c9a860e86481,BsodSurvivor,"The optimization strategy reverses the order of live range splitting to prioritize large-to-small processing, improving register allocation under high pressure while accommodating earlier splits.",False,"The optimization strategy involved reversing the order of RS_Split live ranges to prioritize larger live ranges first, improving register allocation under high pressure.",False
4aa14714802ab3e5a9521685c9120b0a245ba3e1,athena,The optimization strategy involved moving variable declarations inside a SIMD loop to potentially improve cache locality and reduce redundant computations.,True,The optimization strategy involved moving the declaration of the `phi` variable inside the SIMD loop to reduce memory overhead and improve cache efficiency.,True
6c621c010009b92471bd250799aa1e70a22072f9,net-snmp,The optimization strategy used was to replace two 32-bit integers with a single 64-bit integer to reduce the complexity and improve the efficiency of encoding operations.,True,"The optimization strategy replaces the use of two 32-bit integers with a single 64-bit integer to store the value being encoded, reducing overhead and improving efficiency.",True
f6a25fdb70731a53088ae810636ca556de6b0a15,HDTN,The optimization strategy involved simplifying the encoding logic to reduce unnecessary computations during the SDNV encoding process.,True,The optimization strategy involved improving the encoding process by reducing unnecessary operations and streamlining the logic in the `SdnvEncodeU64Fast` function.,True
3ad41d654c936bc81e092ffd98ecaedcb643d850,dte,The optimization strategy involved simplifying the function by directly calculating the indentation width without relying on an intermediate function call.,True,The optimization strategy involved replacing a function call to `get_indent_info()` with a more direct and efficient implementation in `get_indent_width()` to improve performance.,True
ace9c5dfaf09430f10e677e3646eb8df9e9fe9a6,BsodSurvivor,"The optimization ensures that base register and writeback register conflicts are avoided for store operations during ARM load/store merging, similar to what was already done for loads.",False,"The optimization ensures that the base register and writeback register do not conflict during store operations, similar to the existing check for load operations.",False
30ba0a0c950a0cdf23a70fce6c16d501c5f238c8,sycl,"The optimization avoids requiring a null terminator when loading objects, preventing excessive memory usage caused by preferring pread() over mmap().",False,The optimization strategy avoids requiring a null terminator when loading objects to prevent excessive memory usage by preferring `pread()` over `mmap()` when the file size is a multiple of the system page size.,False
85237d203bc9dfe549218c72686a611cff6368b4,cheribsd,"The optimization strategy involved dynamically adjusting buffer size to accommodate a rapidly growing routing table, reducing the need for frequent reallocations.",False,"The optimization strategy involves dynamically adjusting the buffer size to better accommodate a rapidly growing routing table, inspired by a similar approach in killall/killall.c.",False
2b4a33db402bfe61e39bfa0840795364f6204b9e,gdal,The optimization strategy involved replacing a linear search with a binary search to improve lookup efficiency in a sorted list.,True,The optimization strategy involved fixing a performance issue in the TAB_CSLLoad() function by addressing inefficiencies identified through OSS Fuzz.,False
86af5952a8470f96b53830372c64469cb7ce780c,kmsan,The optimization strategy involves passing multi-page bvecs to iov_iter instead of single-page bvecs to reduce overhead and improve efficiency.,True,The optimization strategy involves passing multi-page bvec to iov_iter instead of one page per bvec to improve efficiency.,True
631ff02e2f7a87ea2ccef102155fa01563c06f0e,NanoShellOS,The optimization avoids unnecessary grid pattern checks by directly using VidBitBlit for full-screen backgrounds when the window is partly off-screen.,False,"The optimization strategy involved fixing off-by-one checks to allow direct VidBitBlit from the background in full-screen cases, avoiding unnecessary grid pattern checks.",False
6d18d0155f90a17fb8c6ab6ba17d2d71c605c37c,OpenTESArena,"The optimization strategy reduces unnecessary voxel checks by only evaluating those adjacent to chasm voxels, improving performance in specific scenarios.",False,"The optimization strategy reduces unnecessary voxel checks by only examining voxels adjacent to chasm voxels, improving performance.",False
610149af42eecbe95413a80e3be5627914e4830b,welle.io,The optimization strategy combines two separate loops into a single loop to reduce computational complexity by finding the peak and calculating the average simultaneously.,True,The optimization strategy combines finding the peak and average values in a single pass to reduce computational complexity.,True
38df2f07b7bc5309ebb159438b435d1f25f31e35,android_kernel_oneplus_msm8998,The optimization strategy involves reducing unnecessary spur mitigation frequencies to improve CCK sensitivity for AR9462 chips.,False,The optimization strategy involves reducing the frequency range for CCK spur mitigation on AR9462 chips to only 2440 and 2464 frequencies to improve sensitivity.,False
937d0d0fc687dbcd97d25fb5cf2e112768d04e65,dxvk-remix,The optimization avoids unnecessary synchronization of the CS thread by skipping the operation if the resource is already in use.,False,The optimization strategy avoids unnecessary synchronization by skipping the synchronization call when the resource is already in use.,True
957ea43f078b08d9dc4610c1a53418221da06a74,MyFlash,The optimization strategy involved restructuring the loop to minimize redundant computations and improve iteration efficiency.,True,The optimization strategy involved reducing the overhead of event processing by improving the efficiency of constructing execution units from a large list of events.,False
f0484bdd723a29917b7f19ec8e2715f397d76f81,supercollider,The optimization strategy involved reading multiple frames at once from libsndfile instead of one by one to significantly reduce overhead and improve efficiency.,False,The optimization strategy involves reading multiple frames at once from libsndfile instead of reading them one by one to increase efficiency.,True
b71a94aa1891db7333dbd3b48d6b03ab6c980295,v8,The optimization strategy avoids inlining export wrappers for JSPI to preserve specific behavior and uses atomic relaxed loads to prevent data races.,False,The optimization strategy involves making the write to the Code::builtin_id field atomic to prevent data races and ensure thread safety.,False
1dbd9fd1d1242d73744ae2b1a08570528c3370a6,pioneer,The optimization strategy involved reducing unnecessary computations in the station rotation logic by caching and reusing previously calculated values.,False,The optimization strategy involved reducing the number of station rotation calculations by caching and reusing rotation values.,True
21171615c10ee1a636ea28f2303a93a4bc39dbde,rocksdb,The optimization strategy involved reducing the number of iterations or operations in a randomized test to decrease its execution time.,False,The optimization strategy involved reducing the execution time of a specific test by modifying its implementation to run faster.,False
0d722d8b4814c594fd37eb838ea68b895d171b28,poedit,The optimization avoids unnecessary processing in the common case by checking if escaping is needed before performing the unescaping operation.,True,The optimization strategy involves making the common case faster by reducing unnecessary processing in the `UnescapeCString` function when no escaping is needed.,True
e522f446027845e3c8b563d021f37e8f3d30c9d9,kmsan,The optimization strategy used is adding an `unlikely` branch prediction hint to improve the efficiency of the fast path by signaling that the failure case of `sgl_alloc` is rare.,True,"The optimization strategy involves adding an `unlikely` check to a function call (`sgl_alloc`) to indicate that the failure case is improbable, thus optimizing the fast path.",True
914ebccd2d8fa439e01fe93b5229534b9e179a69,android_kernel_oneplus_msm8998,The optimization avoids unnecessary memory allocation by replacing a zero-source bitmap allocation with a direct clear_user() call when the memslot is clean.,False,"The optimization strategy replaces unnecessary bitmap allocation and copying with a direct `clear_user()` call when the memory slot is clean, reducing allocation overhead and improving performance.",True
971c043a1df850c9ccfc155c80c64b0673d7daa4,libarchive,The optimization ignores checksum mismatches during fuzzing to reduce unnecessary computations and speed up the process.,False,The optimization strategy involves ignoring checksum mismatches during fuzzing of tar archives to speed up the process and increase bug detection.,False
9bf801ba1f26e4a7091695a7f5b512b0ed19e99b,tensorflow,The optimization strategy involved removing a race condition check to improve branching efficiency in a GPU kernel.,False,The optimization strategy involved removing a race condition check to improve branching efficiency.,False
07e4522c993a77ad6dbc74ef71db519b6f4b7e09,pygame-ce,The optimization strategy involved reducing redundant computations and memory allocations in the `PixelArray.make_surface()` function by reusing existing data and avoiding unnecessary operations when creating a surface from an array or slice.,False,The optimization strategy involved improving the performance of the `PixelArray.make_surface()` method by optimizing both the creation of a same-sized surface from the array and the handling of slicing operations.,False
86a43bc97d024ca300eb366f5717807207716a08,rubinius,"The optimization ensures that each entry in the cache is set correctly by returning after setting an entry, preventing redundant overwrites with the same method cache pointer.",False,"The optimization strategy involved ensuring unique method cache entries are set to allow proper JIT optimization, rather than reusing the same entry.",False
a1dcdf189ff0c19f13ebf519aed2376c708a363b,dsc,The optimization strategy avoids unnecessary checks for newer .dat files to reduce computational overhead.,False,The optimization strategy involves avoiding checks for newer .dat files to reduce performance overhead.,False
7c70876bd2ca55809ed3f3d1f638ba9225f14e46,mppic,The optimization strategy involved inlining an array to reduce memory access overhead and improve cache locality.,True,The optimization strategy involved inlining the array to reduce function call overhead and improve performance.,True
735a8fd38e86d94f62e732de94e1a137619b9e49,symqemu,The optimization strategy involved reducing redundant computations or memory accesses in the `cpu_x86_load_seg_cache` function to improve performance.,False,The optimization strategy involved modifying the `cpu_x86_load_seg_cache` function to improve performance by reducing unnecessary memory operations.,True
645a378764d19a78f027e2c3b2e31a11696a944c,john,The optimization strategy used is parallelizing the computation in the `DES_bs_cmp_all` function using OpenMP to leverage multiple CPU threads for improved performance on parallel hardware.,False,The optimization strategy used was parallelizing the DES_bs_cmp_all() function with OpenMP to leverage massively parallel devices like Xeon Phi and high-end server CPUs.,True
8a06c846000c9ba7735e9e85dc5f3024c76bc765,simde,The commit optimizes performance by adding a NEON implementation for the `simde_mm_madd_epi16` function to leverage ARM-specific SIMD instructions.,False,"The optimization strategy involved adding a NEON implementation of the `simde_mm_madd_epi16` function to leverage SIMD (Single Instruction, Multiple Data) capabilities for improved performance.",False
1ba4c37cee105d1fdfa6bda88079904beddef831,tensorflow-directml,The optimization avoids generating Reciprocal nodes for integer types and enables Reciprocal optimizations for complex types to improve performance by reducing unnecessary operations.,False,The optimization strategy involves avoiding the generation of Reciprocal nodes for integer types and enabling Reciprocal optimizations for complex types to improve performance.,False
c7fd6c4369ef1a009b40c1787ea9d2dad2cf449f,gcc,The optimization avoids adding redundant inferred ranges by checking if they are already incorporated in the current range of an SSA_NAME.,True,"The optimization strategy involves avoiding the addition of inferred ranges if they do not change the current range of an SSA_NAME, thereby reducing unnecessary computations.",True
9e176494c22da279c14457951c0ae1d3de749059,libvpx,The optimization re-enables previously lost speedups by adjusting certain encoding parameters for higher speed settings.,False,The optimization strategy involved re-enabling previously lost speedup features for cases where speed is greater than 1 to improve performance.,False
2538ddf6fdd3ac56101de8395189686f5ee9f215,phc,"The optimization avoids unnecessary copying by using a specialized function that operates directly on the data when there is only one reference, thus eliminating the overhead of `zval_copy_ctor`.",False,The optimization strategy avoids unnecessary copying by using `overwrite_lhs_no_copy` instead of `overwrite_lhs` to eliminate the `zval_copy_ctor` in cases where there is only one reference to the data.,True
84a89d68dcf60840d7801161032144bb6cd2c982,ompi,The optimization strategy involves reducing computational overhead by directly calculating the number of complete datatypes advanced and updating the stack in bulk before handling remaining bytes.,False,"The optimization strategy involves advancing the convertor by a multiple of the data size, computing the number of complete datatypes advanced, updating the stack, and then calculating the new position based on the remaining bytes.",True
18eeb7b90e45af4bbac0777021711d8547f41eca,rocksdb,"The optimization strategy involved removing an unnecessary condition that prevented flushing when total log size exceeded the maximum WAL size, allowing more efficient memory management.",False,"The optimization strategy involved modifying the logic to ensure that the write buffer manager's flush check is not unnecessarily bypassed when the total log size exceeds the maximum WAL size, allowing for more timely memtable flushes and preventing OOMs.",False
b30c907ef95644c0adec45d599fd31c48ad0a4d2,mutter,"The optimization strategy involved applying a scaling factor (`geometry_scale`) to opaque regions to align their handling with input regions, reducing unnecessary computations during culling operations.",False,"The optimization strategy involves applying geometry scaling to opaque regions, similar to how it was done for input regions, to improve culling optimizations.",False
4f9882194b2e32ba61055308917004eb23c5965f,android_kernel_xiaomi_marble,The optimization strategy involves using a separate event ring for the WAN producer to improve performance by reducing contention or improving resource allocation.,False,The optimization strategy involves using a separate event ring for the WAN producer to improve performance by reducing contention and improving event handling efficiency.,False
fc3688d273b2d9ea62070f6e21d80b20c0014f72,ppsspp,The commit optimizes AVX instructions in the texture modulation function to reduce computational overhead.,False,The optimization strategy involved leveraging AVX instructions to improve the performance of the texture modulation function in the sampler.,False
464ee98eee5ce160b497aec6a1163422980dd797,qt,"The optimization strategy reverts to using QTransform instead of QMatrix4x4 for matrix operations when no QGraphicsTransforms are present, reducing precision mismatches and improving performance in the common case.",False,"The optimization strategy involved reverting to using QTransform instead of QMatrix4x4 for matrix operations in the common case where no QGraphicsTransforms are present, improving performance by avoiding unnecessary float-based calculations.",False
7ebd3fcb3f6155d941ecd1dd3ecedb9e41a4a2b5,rdma-core,The optimization skips unnecessary source port matching in the DR FDB RX domain by leveraging the fact that all incoming packets on the FDB RX pipe originate from a single uplink port.,False,The optimization strategy involves skipping source port matching in the RX steering rule when it is redundant due to the single uplink port configuration.,False
348f24532f2b6b34eebd15207da0c510d6f499d0,qtdeclarative,"The optimization strategy involved restructuring the execution logic for UPlus, Increment, and Decrement operations to reduce redundant computations and improve performance.",False,"The optimization strategy involved improving the efficiency of UPlus, Increment, and Decrement operations by reducing redundant computations and streamlining execution paths.",True
7c2f709b7e5990e188382ba01dc5e4175cd742a0,QB64pe,The optimization strategy involved modifying the blockSampleFrames function to reduce latency by adjusting how audio frames are processed or queued.,False,The optimization strategy involved modifying the blockSampleFrames function to reduce latency by adjusting the frame block queue handling.,False
70d2ce6cec44b866dd211d9d8fd428698bcb0fd6,sdrangel,The optimization strategy used a more efficient mathematical formula for the smootherstep function to reduce computational overhead.,True,The optimization strategy involved improving the smootherstep function to enhance performance by reducing computational overhead.,True
e6331a321aafcc291a60ceedf4d6b0051a6117ca,kmsan,The optimization strategy replaced a cryptographically secure random number generator with a faster pseudo-random number generator to reduce overhead and entropy consumption.,False,"The optimization strategy involved replacing the use of `get_random_bytes()` with `prandom_u32_max()` to generate a random TLB index, reducing entropy waste and improving performance by using a faster pseudo-random number generator.",True
36aaf851ff2814e9e5c024e21b866c403137ff26,qtbase,The optimization avoids unnecessary object creation by directly generating the absolute path and calling QFile::exists() instead of using QDir::exists().,True,The optimization strategy involves bypassing the creation of unnecessary QDir and QFileInfo objects by directly generating the absolute path and calling QFile::exists().,True
111905bf6bba581011629d73d7b491f486522924,link-grammar,The optimization strategy involved reducing unnecessary computations or iterations within the `do_count` function to improve its execution speed.,False,"The optimization strategy involved minor speed improvements in the `do_count()` function, likely through localized code enhancements such as reducing overhead or improving loop efficiency.",True
b8b7117e97e649fc65d0a4dd397caf9a39fb71b1,rocksdb,The optimization replaces `size() > 0` with `!empty()` to ensure constant-time complexity for checking container emptiness.,True,The optimization strategy involved replacing `size() > 0` with `!empty()` to ensure constant time complexity for checking container emptiness.,True
4b7c09a5f74ad25dd2e3ee6d43732f9a0e0c1ff3,android_kernel_xiaomi_sdm845,"The optimization strategy involved correcting the logic for setting the MSG_MORE flag to accurately reflect when more data needs to be sent, thereby improving write performance.",False,"The optimization strategy involved correcting the condition for setting the MSG_MORE flag to only set it when there are more bvec's to send, rather than on the last bvec, improving write performance.",False
